note_on,0,64,72,0
note_on,0,55,70,0
note_on,0,64,0,231
note_on,0,62,72,25
note_on,0,62,0,231
note_on,0,60,71,25
note_on,0,60,0,231
note_on,0,62,79,25
note_on,0,55,0,206
note_on,0,62,0,25
note_on,0,64,85,25
note_on,0,55,79,0
note_on,0,64,0,231
note_on,0,64,78,25
note_on,0,64,0,231
note_on,0,64,74,25
note_on,0,55,0,462
note_on,0,64,0,0
note_on,0,62,75,50
note_on,0,55,77,0
note_on,0,62,0,231
note_on,0,62,77,25
note_on,0,62,0,231
note_on,0,62,75,25
note_on,0,55,0,462
note_on,0,62,0,0
note_on,0,64,82,50
note_on,0,55,79,0
note_on,0,64,0,231
note_on,0,67,84,25
note_on,0,67,0,231
note_on,0,67,75,25
note_on,0,55,0,462
note_on,0,67,0,0
note_on,0,64,73,50
note_on,0,55,78,0
note_on,0,64,0,231
note_on,0,62,69,25
note_on,0,62,0,231
note_on,0,60,71,25
note_on,0,60,0,231
note_on,0,62,80,25
note_on,0,55,0,206
note_on,0,62,0,25
note_on,0,64,84,25
note_on,0,55,79,0
note_on,0,64,0,231
note_on,0,64,76,25
note_on,0,64,0,231
note_on,0,64,74,25
note_on,0,64,0,231
note_on,0,64,77,25
note_on,0,55,0,206
note_on,0,64,0,25
note_on,0,62,75,25
note_on,0,55,78,0
note_on,0,62,0,231
note_on,0,62,74,25
note_on,0,62,0,231
note_on,0,64,81,25
note_on,0,64,0,231
note_on,0,62,70,25
note_on,0,55,0,206
note_on,0,62,0,25
note_on,0,60,73,25
note_on,0,52,72,0
note_on,0,60,0,974
note_on,0,52,0,0
